leg_id,term,type,start,end,state,party,first,last,gender,terms,birthday
M000627,5,House,2001-01-03,2003-01-03,MA,Democrat,Martin,Meehan,M,8,1956-12-30
M000627,6,House,2003-01-07,2005-01-03,MA,Democrat,Martin,Meehan,M,8,1956-12-30
M000627,7,House,2005-01-04,2007-01-03,MA,Democrat,Martin,Meehan,M,8,1956-12-30
M000627,8,House,2007-01-04,2007-07-01,MA,Democrat,Martin,Meehan,M,8,1956-12-30
M000714,1,House,1996-03-26,1997-01-03,CA,Democrat,Juanita,Millender-McDonald,F,7,1938-09-07
M000714,2,House,1997-01-07,1999-01-03,CA,Democrat,Juanita,Millender-McDonald,F,7,1938-09-07
M000714,3,House,1999-01-06,2001-01-03,CA,Democrat,Juanita,Millender-McDonald,F,7,1938-09-07
M000714,4,House,2001-01-03,2003-01-03,CA,Democrat,Juanita,Millender-McDonald,F,7,1938-09-07
M000714,5,House,2003-01-07,2005-01-03,CA,Democrat,Juanita,Millender-McDonald,F,7,1938-09-07
M000714,6,House,2005-01-04,2007-01-03,CA,Democrat,Juanita,Millender-McDonald,F,7,1938-09-07
M000714,7,House,2007-01-04,2007-04-22,CA,Democrat,Juanita,Millender-McDonald,F,7,1938-09-07
M001152,1,House,2003-01-07,2005-01-03,CO,Republican,Marilyn,Musgrave,F,3,1949-01-27
M001152,2,House,2005-01-04,2007-01-03,CO,Republican,Marilyn,Musgrave,F,3,1949-01-27
M001152,3,House,2007-01-04,2009-01-03,CO,Republican,Marilyn,Musgrave,F,3,1949-01-27
N000159,1,House,1995-01-04,1997-01-03,GA,Republican,Charles,Norwood,M,7,1941-07-27
N000159,2,House,1997-01-07,1999-01-03,GA,Republican,Charles,Norwood,M,7,1941-07-27
N000159,3,House,1999-01-06,2001-01-03,GA,Republican,Charles,Norwood,M,7,1941-07-27
N000159,4,House,2001-01-03,2003-01-03,GA,Republican,Charles,Norwood,M,7,1941-07-27
N000159,5,House,2003-01-07,2005-01-03,GA,Republican,Charles,Norwood,M,7,1941-07-27
N000159,6,House,2005-01-04,2007-01-03,GA,Republican,Charles,Norwood,M,7,1941-07-27
N000159,7,House,2007-01-04,2007-02-13,GA,Republican,Charles,Norwood,M,7,1941-07-27
P000263,1,House,1997-01-07,1999-01-03,PA,Republican,John,Peterson,M,6,1938-12-25
P000263,2,House,1999-01-06,2001-01-03,PA,Republican,John,Peterson,M,6,1938-12-25
P000263,3,House,2001-01-03,2003-01-03,PA,Republican,John,Peterson,M,6,1938-12-25
P000263,4,House,2003-01-07,2005-01-03,PA,Republican,John,Peterson,M,6,1938-12-25
P000263,5,House,2005-01-04,2007-01-03,PA,Republican,John,Peterson,M,6,1938-12-25
P000263,6,House,2007-01-04,2009-01-03,PA,Republican,John,Peterson,M,6,1938-12-25
P000323,1,House,1997-01-07,1999-01-03,MS,Republican,Charles,Pickering,M,6,1963-08-10
P000323,2,House,1999-01-06,2001-01-03,MS,Republican,Charles,Pickering,M,6,1963-08-10
P000323,3,House,2001-01-03,2003-01-03,MS,Republican,Charles,Pickering,M,6,1963-08-10
P000323,4,House,2003-01-07,2005-01-03,MS,Republican,Charles,Pickering,M,6,1963-08-10
P000323,5,House,2005-01-04,2007-01-03,MS,Republican,Charles,Pickering,M,6,1963-08-10
P000323,6,House,2007-01-04,2009-01-03,MS,Republican,Charles,Pickering,M,6,1963-08-10
P000589,1,House,2003-01-07,2005-01-03,NV,Republican,Jon,Porter,M,3,1955-05-16
P000589,2,House,2005-01-04,2007-01-03,NV,Republican,Jon,Porter,M,3,1955-05-16
P000589,3,House,2007-01-04,2009-01-03,NV,Republican,Jon,Porter,M,3,1955-05-16
P000555,1,House,1993-01-05,1995-01-03,OH,Republican,Deborah,Pryce,F,8,1951-07-29
P000555,2,House,1995-01-04,1997-01-03,OH,Republican,Deborah,Pryce,F,8,1951-07-29
P000555,3,House,1997-01-07,1999-01-03,OH,Republican,Deborah,Pryce,F,8,1951-07-29
P000555,4,House,1999-01-06,2001-01-03,OH,Republican,Deborah,Pryce,F,8,1951-07-29
P000555,5,House,2001-01-03,2003-01-03,OH,Republican,Deborah,Pryce,F,8,1951-07-29
P000555,6,House,2003-01-07,2005-01-03,OH,Republican,Deborah,Pryce,F,8,1951-07-29
P000555,7,House,2005-01-04,2007-01-03,OH,Republican,Deborah,Pryce,F,8,1951-07-29
P000555,8,House,2007-01-04,2009-01-03,OH,Republican,Deborah,Pryce,F,8,1951-07-29
R000033,1,House,1991-01-03,1993-01-03,MN,Republican,James,Ramstad,M,9,1946-05-06
R000033,2,House,1993-01-05,1995-01-03,MN,Republican,James,Ramstad,M,9,1946-05-06
R000033,3,House,1995-01-04,1997-01-03,MN,Republican,James,Ramstad,M,9,1946-05-06
R000033,4,House,1997-01-07,1999-01-03,MN,Republican,James,Ramstad,M,9,1946-05-06
R000033,5,House,1999-01-06,2001-01-03,MN,Republican,James,Ramstad,M,9,1946-05-06
R000033,6,House,2001-01-03,2003-01-03,MN,Republican,James,Ramstad,M,9,1946-05-06
R000033,7,House,2003-01-07,2005-01-03,MN,Republican,James,Ramstad,M,9,1946-05-06
R000033,8,House,2005-01-04,2007-01-03,MN,Republican,James,Ramstad,M,9,1946-05-06
R000033,9,House,2007-01-04,2009-01-03,MN,Republican,James,Ramstad,M,9,1946-05-06
R000141,1,House,1973-01-03,1975-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,2,House,1975-01-14,1977-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,3,House,1977-01-04,1979-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,4,House,1979-01-15,1981-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,5,House,1981-01-05,1983-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,6,House,1983-01-03,1985-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,7,House,1985-01-03,1987-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,8,House,1987-01-06,1989-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,9,House,1989-01-03,1991-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,10,House,1991-01-03,1993-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,11,House,1993-01-05,1995-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,12,House,1995-01-04,1997-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,13,House,1997-01-07,1999-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,14,House,1999-01-06,2001-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,15,House,2001-01-03,2003-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,16,House,2003-01-07,2005-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,17,House,2005-01-04,2007-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000141,18,House,2007-01-04,2009-01-03,OH,Republican,Ralph,Regula,M,18,1924-12-03
R000574,1,House,2003-01-07,2005-01-03,AZ,Republican,Rick,Renzi,M,3,1958-06-11
R000574,2,House,2005-01-04,2007-01-03,AZ,Republican,Rick,Renzi,M,3,1958-06-11
R000574,3,House,2007-01-04,2009-01-03,AZ,Republican,Rick,Renzi,M,3,1958-06-11
R000569,1,House,1999-01-06,2001-01-03,NY,Republican,Thomas,Reynolds,M,5,1950-09-03
R000569,2,House,2001-01-03,2003-01-03,NY,Republican,Thomas,Reynolds,M,5,1950-09-03
R000569,3,House,2003-01-07,2005-01-03,NY,Republican,Thomas,Reynolds,M,5,1950-09-03
R000569,4,House,2005-01-04,2007-01-03,NY,Republican,Thomas,Reynolds,M,5,1950-09-03
R000569,5,House,2007-01-04,2009-01-03,NY,Republican,Thomas,Reynolds,M,5,1950-09-03
S001167,1,House,2007-01-04,2009-01-03,ID,Republican,Bill,Sali,M,1,1954-02-17
S000097,1,House,1984-11-06,1985-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S000097,2,House,1985-01-03,1987-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S000097,3,House,1987-01-06,1989-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S000097,4,House,1989-01-03,1991-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S000097,5,House,1991-01-03,1993-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S000097,6,House,1993-01-05,1995-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S000097,7,House,1995-01-04,1997-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S000097,8,House,1997-01-07,1999-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S000097,9,House,1999-01-06,2001-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S000097,10,House,2001-01-03,2003-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S000097,11,House,2003-01-07,2005-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S000097,12,House,2005-01-04,2007-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S000097,13,House,2007-01-04,2009-01-03,NJ,Republican,H.,Saxton,M,13,1943-01-22
S001144,1,House,1987-01-06,1989-01-03,CT,Republican,Christopher,Shays,M,11,1945-10-18
S001144,2,House,1989-01-03,1991-01-03,CT,Republican,Christopher,Shays,M,11,1945-10-18
S001144,3,House,1991-01-03,1993-01-03,CT,Republican,Christopher,Shays,M,11,1945-10-18
S001144,4,House,1993-01-05,1995-01-03,CT,Republican,Christopher,Shays,M,11,1945-10-18
S001144,5,House,1995-01-04,1997-01-03,CT,Republican,Christopher,Shays,M,11,1945-10-18
S001144,6,House,1997-01-07,1999-01-03,CT,Republican,Christopher,Shays,M,11,1945-10-18
S001144,7,House,1999-01-06,2001-01-03,CT,Republican,Christopher,Shays,M,11,1945-10-18
S001144,8,House,2001-01-03,2003-01-03,CT,Republican,Christopher,Shays,M,11,1945-10-18
S001144,9,House,2003-01-07,2005-01-03,CT,Republican,Christopher,Shays,M,11,1945-10-18
S001144,10,House,2005-01-04,2007-01-03,CT,Republican,Christopher,Shays,M,11,1945-10-18
S001144,11,House,2007-01-04,2009-01-03,CT,Republican,Christopher,Shays,M,11,1945-10-18
T000458,1,House,1999-01-06,2001-01-03,CO,Republican,Thomas,Tancredo,M,5,1945-12-20
T000458,2,House,2001-01-03,2003-01-03,CO,Republican,Thomas,Tancredo,M,5,1945-12-20
T000458,3,House,2003-01-07,2005-01-03,CO,Republican,Thomas,Tancredo,M,5,1945-12-20
T000458,4,House,2005-01-04,2007-01-03,CO,Republican,Thomas,Tancredo,M,5,1945-12-20
T000458,5,House,2007-01-04,2009-01-03,CO,Republican,Thomas,Tancredo,M,5,1945-12-20
T000162,1,House,1989-01-03,1991-01-03,WY,Republican,Craig,Thomas,M,6,1933-02-17
T000162,2,House,1991-01-03,1993-01-03,WY,Republican,Craig,Thomas,M,6,1933-02-17
T000162,3,House,1993-01-05,1995-01-03,WY,Republican,Craig,Thomas,M,6,1933-02-17
T000162,4,Senate,1995-01-04,2001-01-03,WY,Republican,Craig,Thomas,M,6,1933-02-17
T000162,5,Senate,2001-01-03,2007-01-03,WY,Republican,Craig,Thomas,M,6,1933-02-17
T000162,6,Senate,2007-01-04,2007-06-04,WY,Republican,Craig,Thomas,M,6,1933-02-17
W000099,1,House,1989-01-03,1991-01-03,NY,Republican,James,Walsh,M,10,1947-06-19
W000099,2,House,1991-01-03,1993-01-03,NY,Republican,James,Walsh,M,10,1947-06-19
W000099,3,House,1993-01-05,1995-01-03,NY,Republican,James,Walsh,M,10,1947-06-19
W000099,4,House,1995-01-04,1997-01-03,NY,Republican,James,Walsh,M,10,1947-06-19
W000099,5,House,1997-01-07,1999-01-03,NY,Republican,James,Walsh,M,10,1947-06-19
W000099,6,House,1999-01-06,2001-01-03,NY,Republican,James,Walsh,M,10,1947-06-19
W000099,7,House,2001-01-03,2003-01-03,NY,Republican,James,Walsh,M,10,1947-06-19
W000099,8,House,2003-01-07,2005-01-03,NY,Republican,James,Walsh,M,10,1947-06-19
W000099,9,House,2005-01-04,2007-01-03,NY,Republican,James,Walsh,M,10,1947-06-19
W000099,10,House,2007-01-04,2009-01-03,NY,Republican,James,Walsh,M,10,1947-06-19
W000267,1,House,1995-01-04,1997-01-03,FL,Republican,David,Weldon,M,7,1953-08-31
W000267,2,House,1997-01-07,1999-01-03,FL,Republican,David,Weldon,M,7,1953-08-31
W000267,3,House,1999-01-06,2001-01-03,FL,Republican,David,Weldon,M,7,1953-08-31
W000267,4,House,2001-01-03,2003-01-03,FL,Republican,David,Weldon,M,7,1953-08-31
W000267,5,House,2003-01-07,2005-01-03,FL,Republican,David,Weldon,M,7,1953-08-31
W000267,6,House,2005-01-04,2007-01-03,FL,Republican,David,Weldon,M,7,1953-08-31
W000267,7,House,2007-01-04,2009-01-03,FL,Republican,David,Weldon,M,7,1953-08-31
W000273,1,House,1995-01-04,1997-01-03,IL,Republican,Gerald,Weller,M,7,1957-07-07
W000273,2,House,1997-01-07,1999-01-03,IL,Republican,Gerald,Weller,M,7,1957-07-07
W000273,3,House,1999-01-06,2001-01-03,IL,Republican,Gerald,Weller,M,7,1957-07-07
W000273,4,House,2001-01-03,2003-01-03,IL,Republican,Gerald,Weller,M,7,1957-07-07
W000273,5,House,2003-01-07,2005-01-03,IL,Republican,Gerald,Weller,M,7,1957-07-07
W000273,6,House,2005-01-04,2007-01-03,IL,Republican,Gerald,Weller,M,7,1957-07-07
W000273,7,House,2007-01-04,2009-01-03,IL,Republican,Gerald,Weller,M,7,1957-07-07
W000789,1,House,1998-06-23,1999-01-03,NM,Republican,Heather,Wilson,F,6,1960-12-30
W000789,2,House,1999-01-06,2001-01-03,NM,Republican,Heather,Wilson,F,6,1960-12-30
W000789,3,House,2001-01-03,2003-01-03,NM,Republican,Heather,Wilson,F,6,1960-12-30
W000789,4,House,2003-01-07,2005-01-03,NM,Republican,Heather,Wilson,F,6,1960-12-30
W000789,5,House,2005-01-04,2007-01-03,NM,Republican,Heather,Wilson,F,6,1960-12-30
W000789,6,House,2007-01-04,2009-01-03,NM,Republican,Heather,Wilson,F,6,1960-12-30
W000784,1,House,1993-01-05,1995-01-03,MD,Democrat,Albert,Wynn,M,8,1951-09-10
W000784,2,House,1995-01-04,1997-01-03,MD,Democrat,Albert,Wynn,M,8,1951-09-10
W000784,3,House,1997-01-07,1999-01-03,MD,Democrat,Albert,Wynn,M,8,1951-09-10
W000784,4,House,1999-01-06,2001-01-03,MD,Democrat,Albert,Wynn,M,8,1951-09-10
W000784,5,House,2001-01-03,2003-01-03,MD,Democrat,Albert,Wynn,M,8,1951-09-10
W000784,6,House,2003-01-07,2005-01-03,MD,Democrat,Albert,Wynn,M,8,1951-09-10
W000784,7,House,2005-01-04,2007-01-03,MD,Democrat,Albert,Wynn,M,8,1951-09-10
W000784,8,House,2007-01-04,2008-05-31,MD,Democrat,Albert,Wynn,M,8,1951-09-10
C001073,1,House,2008-05-06,2009-01-03,LA,Democrat,Donald,Cazayoux,M,1,1964-01-17
A000014,1,House,1985-01-03,1987-01-03,HI,Democrat,Neil,Abercrombie,M,11,1938-06-26
A000014,2,House,1991-01-03,1993-01-03,HI,Democrat,Neil,Abercrombie,M,11,1938-06-26
A000014,3,House,1993-01-05,1995-01-03,HI,Democrat,Neil,Abercrombie,M,11,1938-06-26
A000014,4,House,1995-01-04,1997-01-03,HI,Democrat,Neil,Abercrombie,M,11,1938-06-26
A000014,5,House,1997-01-07,1999-01-03,HI,Democrat,Neil,Abercrombie,M,11,1938-06-26
A000014,6,House,1999-01-06,2001-01-03,HI,Democrat,Neil,Abercrombie,M,11,1938-06-26
A000014,7,House,2001-01-03,2003-01-03,HI,Democrat,Neil,Abercrombie,M,11,1938-06-26
A000014,8,House,2003-01-07,2005-01-03,HI,Democrat,Neil,Abercrombie,M,11,1938-06-26
A000014,9,House,2005-01-04,2007-01-03,HI,Democrat,Neil,Abercrombie,M,11,1938-06-26
A000014,10,House,2007-01-04,2009-01-03,HI,Democrat,Neil,Abercrombie,M,11,1938-06-26
A000014,11,House,2009-01-06,2010-03-01,HI,Democrat,Neil,Abercrombie,M,11,1938-06-26
A000364,1,House,2009-01-06,2011-01-03,NJ,Democrat,John,Adler,M,1,1959-08-23
A000363,1,House,2007-01-04,2009-01-03,NY,Democrat,Michael,Arcuri,M,2,1959-06-11
A000363,2,House,2009-01-06,2011-01-03,NY,Democrat,Michael,Arcuri,M,2,1959-06-11
B001229,1,House,1999-01-06,2001-01-03,WA,Democrat,Brian,Baird,M,6,1956-03-07
B001229,2,House,2001-01-03,2003-01-03,WA,Democrat,Brian,Baird,M,6,1956-03-07
B001229,3,House,2003-01-07,2005-01-03,WA,Democrat,Brian,Baird,M,6,1956-03-07
B001229,4,House,2005-01-04,2007-01-03,WA,Democrat,Brian,Baird,M,6,1956-03-07
B001229,5,House,2007-01-04,2009-01-03,WA,Democrat,Brian,Baird,M,6,1956-03-07
B001229,6,House,2009-01-06,2011-01-03,WA,Democrat,Brian,Baird,M,6,1956-03-07
B001239,1,House,2003-01-07,2005-01-03,SC,Republican,James,Barrett,M,4,1961-02-14
B001239,2,House,2005-01-04,2007-01-03,SC,Republican,James,Barrett,M,4,1961-02-14
B001239,3,House,2007-01-04,2009-01-03,SC,Republican,James,Barrett,M,4,1961-02-14
B001239,4,House,2009-01-06,2011-01-03,SC,Republican,James,Barrett,M,4,1961-02-14
B001253,1,House,2005-01-04,2007-01-03,IL,Democrat,Melissa,Bean,F,3,1962-01-22
B001253,2,House,2007-01-04,2009-01-03,IL,Democrat,Melissa,Bean,F,3,1962-01-22
B001253,3,House,2009-01-06,2011-01-03,IL,Democrat,Melissa,Bean,F,3,1962-01-22
B000420,1,House,1997-01-07,1999-01-03,AR,Democrat,Robert,Berry,M,7,1942-08-27
B000420,2,House,1999-01-06,2001-01-03,AR,Democrat,Robert,Berry,M,7,1942-08-27
B000420,3,House,2001-01-03,2003-01-03,AR,Democrat,Robert,Berry,M,7,1942-08-27
B000420,4,House,2003-01-07,2005-01-03,AR,Democrat,Robert,Berry,M,7,1942-08-27
B000420,5,House,2005-01-04,2007-01-03,AR,Democrat,Robert,Berry,M,7,1942-08-27
B000420,6,House,2007-01-04,2009-01-03,AR,Democrat,Robert,Berry,M,7,1942-08-27
B000420,7,House,2009-01-06,2011-01-03,AR,Democrat,Robert,Berry,M,7,1942-08-27
B000444,1,Senate,1973-01-03,1979-01-03,DE,Democrat,Joseph,Biden,M,7,1942-11-20
B000444,2,Senate,1979-01-15,1985-01-03,DE,Democrat,Joseph,Biden,M,7,1942-11-20
B000444,3,Senate,1985-01-03,1991-01-03,DE,Democrat,Joseph,Biden,M,7,1942-11-20
B000444,4,Senate,1991-01-03,1997-01-03,DE,Democrat,Joseph,Biden,M,7,1942-11-20
B000444,5,Senate,1997-01-07,2003-01-03,DE,Democrat,Joseph,Biden,M,7,1942-11-20
B000444,6,Senate,2003-01-07,2009-01-03,DE,Democrat,Joseph,Biden,M,7,1942-11-20
B000444,7,Senate,2009-01-06,2009-01-15,DE,Democrat,Joseph,Biden,M,7,1942-11-20
B001263,1,House,2009-01-06,2011-01-03,OH,Democrat,John,Boccieri,M,1,1969-10-05
B000657,1,House,1983-01-03,1985-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,2,House,1985-01-03,1987-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,3,House,1987-01-06,1989-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,4,House,1989-01-03,1991-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,5,House,1991-01-03,1993-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,6,House,1993-01-05,1995-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,7,House,1995-01-04,1997-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,8,House,1997-01-07,1999-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,9,House,1999-01-06,2001-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,10,House,2001-01-03,2003-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,11,House,2003-01-07,2005-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,12,House,2005-01-04,2007-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,13,House,2007-01-04,2009-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000657,14,House,2009-01-06,2011-01-03,VA,Democrat,Frederick,Boucher,M,14,1946-08-01
B000716,1,House,1997-01-07,1999-01-03,FL,Democrat,Allen,Boyd,M,7,1945-06-06
B000716,2,House,1999-01-06,2001-01-03,FL,Democrat,Allen,Boyd,M,7,1945-06-06
B000716,3,House,2001-01-03,2003-01-03,FL,Democrat,Allen,Boyd,M,7,1945-06-06
B000716,4,House,2003-01-07,2005-01-03,FL,Democrat,Allen,Boyd,M,7,1945-06-06
B000716,5,House,2005-01-04,2007-01-03,FL,Democrat,Allen,Boyd,M,7,1945-06-06
B000716,6,House,2007-01-04,2009-01-03,FL,Democrat,Allen,Boyd,M,7,1945-06-06
B000716,7,House,2009-01-06,2011-01-03,FL,Democrat,Allen,Boyd,M,7,1945-06-06
B001264,1,House,2009-01-06,2011-01-03,AL,Democrat,Bobby,Bright,M,1,1952-07-21
B001235,1,House,2001-01-03,2003-01-03,SC,Republican,Henry,Brown,M,5,1935-12-20
B001235,2,House,2003-01-07,2005-01-03,SC,Republican,Henry,Brown,M,5,1935-12-20
B001235,3,House,2005-01-04,2007-01-03,SC,Republican,Henry,Brown,M,5,1935-12-20
B001235,4,House,2007-01-04,2009-01-03,SC,Republican,Henry,Brown,M,5,1935-12-20
B001235,5,House,2009-01-06,2011-01-03,SC,Republican,Henry,Brown,M,5,1935-12-20
B001247,1,House,2003-01-07,2005-01-03,FL,Republican,Virginia,Brown-Waite,F,4,1943-10-05
B001247,2,House,2005-01-04,2007-01-03,FL,Republican,Virginia,Brown-Waite,F,4,1943-10-05
B001247,3,House,2007-01-04,2009-01-03,FL,Republican,Virginia,Brown-Waite,F,4,1943-10-05
B001247,4,House,2009-01-06,2011-01-03,FL,Republican,Virginia,Brown-Waite,F,4,1943-10-05
B001203,1,House,1993-01-05,1995-01-03,IN,Republican,Stephen,Buyer,M,9,1958-11-26
B001203,2,House,1995-01-04,1997-01-03,IN,Republican,Stephen,Buyer,M,9,1958-11-26
B001203,3,House,1997-01-07,1999-01-03,IN,Republican,Stephen,Buyer,M,9,1958-11-26
B001203,4,House,1999-01-06,2001-01-03,IN,Republican,Stephen,Buyer,M,9,1958-11-26
B001203,5,House,2001-01-03,2003-01-03,IN,Republican,Stephen,Buyer,M,9,1958-11-26
B001203,6,House,2003-01-07,2005-01-03,IN,Republican,Stephen,Buyer,M,9,1958-11-26
B001203,7,House,2005-01-04,2007-01-03,IN,Republican,Stephen,Buyer,M,9,1958-11-26
B001203,8,House,2007-01-04,2009-01-03,IN,Republican,Stephen,Buyer,M,9,1958-11-26
B001203,9,House,2009-01-06,2011-01-03,IN,Republican,Stephen,Buyer,M,9,1958-11-26
C001079,1,House,2009-01-06,2011-01-03,LA,Republican,Anh,Cao,M,1,1967-03-13
C001065,1,House,2007-01-04,2009-01-03,PA,Democrat,Christopher,Carney,M,2,1959-03-02
C001065,2,House,2009-01-06,2011-01-03,PA,Democrat,Christopher,Carney,M,2,1959-03-02
C000243,1,House,1993-01-05,1995-01-03,DE,Republican,Michael,Castle,M,9,1939-07-02
C000243,2,House,1995-01-04,1997-01-03,DE,Republican,Michael,Castle,M,9,1939-07-02
C000243,3,House,1997-01-07,1999-01-03,DE,Republican,Michael,Castle,M,9,1939-07-02
C000243,4,House,1999-01-06,2001-01-03,DE,Republican,Michael,Castle,M,9,1939-07-02
C000243,5,House,2001-01-03,2003-01-03,DE,Republican,Michael,Castle,M,9,1939-07-02
C000243,6,House,2003-01-07,2005-01-03,DE,Republican,Michael,Castle,M,9,1939-07-02
C000243,7,House,2005-01-04,2007-01-03,DE,Republican,Michael,Castle,M,9,1939-07-02
C000243,8,House,2007-01-04,2009-01-03,DE,Republican,Michael,Castle,M,9,1939-07-02
C000243,9,House,2009-01-06,2011-01-03,DE,Republican,Michael,Castle,M,9,1939-07-02
C001074,1,House,2008-05-20,2009-01-03,MS,Democrat,Travis,Childers,M,2,1958-03-29
C001074,2,House,2009-01-06,2011-01-03,MS,Democrat,Travis,Childers,M,2,1958-03-29
D000608,1,House,2009-01-06,2011-01-03,PA,Democrat,Kathleen,Dahlkemper,F,1,1957-12-10
D000602,1,House,2003-01-07,2005-01-03,AL,Democrat,Artur,Davis,M,4,1967-10-09
D000602,2,House,2005-01-04,2007-01-03,AL,Democrat,Artur,Davis,M,4,1967-10-09
D000602,3,House,2007-01-04,2009-01-03,AL,Democrat,Artur,Davis,M,4,1967-10-09
D000602,4,House,2009-01-06,2011-01-03,AL,Democrat,Artur,Davis,M,4,1967-10-09
D000599,1,House,2003-01-07,2005-01-03,TN,Democrat,Lincoln,Davis,M,4,1943-09-13
D000599,2,House,2005-01-04,2007-01-03,TN,Democrat,Lincoln,Davis,M,4,1943-09-13
D000599,3,House,2007-01-04,2009-01-03,TN,Democrat,Lincoln,Davis,M,4,1943-09-13
D000599,4,House,2009-01-06,2011-01-03,TN,Democrat,Lincoln,Davis,M,4,1943-09-13
D000168,1,House,1993-01-05,1995-01-03,GA,Democrat,Nathan,Deal,M,9,1942-08-25
D000168,2,House,1995-01-04,1997-01-03,GA,Republican,Nathan,Deal,M,9,1942-08-25
D000168,3,House,1997-01-07,1999-01-03,GA,Republican,Nathan,Deal,M,9,1942-08-25
D000168,4,House,1999-01-06,2001-01-03,GA,Republican,Nathan,Deal,M,9,1942-08-25
D000168,5,House,2001-01-03,2003-01-03,GA,Republican,Nathan,Deal,M,9,1942-08-25
D000168,6,House,2003-01-07,2005-01-03,GA,Republican,Nathan,Deal,M,9,1942-08-25
D000168,7,House,2005-01-04,2007-01-03,GA,Republican,Nathan,Deal,M,9,1942-08-25
D000168,8,House,2007-01-04,2009-01-03,GA,Republican,Nathan,Deal,M,9,1942-08-25
D000168,9,House,2009-01-06,2010-03-22,GA,Republican,Nathan,Deal,M,9,1942-08-25
D000210,1,House,1997-01-07,1999-01-03,MA,Democrat,William,Delahunt,M,7,1941-07-18
D000210,2,House,1999-01-06,2001-01-03,MA,Democrat,William,Delahunt,M,7,1941-07-18
D000210,3,House,2001-01-03,2003-01-03,MA,Democrat,William,Delahunt,M,7,1941-07-18
D000210,4,House,2003-01-07,2005-01-03,MA,Democrat,William,Delahunt,M,7,1941-07-18
D000210,5,House,2005-01-04,2007-01-03,MA,Democrat,William,Delahunt,M,7,1941-07-18
D000210,6,House,2007-01-04,2009-01-03,MA,Democrat,William,Delahunt,M,7,1941-07-18
D000210,7,House,2009-01-06,2011-01-03,MA,Democrat,William,Delahunt,M,7,1941-07-18
D000299,1,House,1993-01-05,1995-01-03,FL,Republican,Lincoln,Diaz-Balart,M,9,1954-08-13
D000299,2,House,1995-01-04,1997-01-03,FL,Republican,Lincoln,Diaz-Balart,M,9,1954-08-13
D000299,3,House,1997-01-07,1999-01-03,FL,Republican,Lincoln,Diaz-Balart,M,9,1954-08-13
D000299,4,House,1999-01-06,2001-01-03,FL,Republican,Lincoln,Diaz-Balart,M,9,1954-08-13
D000299,5,House,2001-01-03,2003-01-03,FL,Republican,Lincoln,Diaz-Balart,M,9,1954-08-13
D000299,6,House,2003-01-07,2005-01-03,FL,Republican,Lincoln,Diaz-Balart,M,9,1954-08-13
